"""Ano de Lançamento""";"""Certificado de Produto Brasileiro (CPB)""";"""Título""";"""Direção""";"""Gênero""";"""Empresa Produtora Brasileira Majoritária""";"""UF""";"""Empresa Produtora Minoritária Brasileira""";"""UF""";"""Distribuidora""";"""Máximo de Salas""";"""Renda (R$)""";"""Público """
"""2000""";"""B0300011200000""";"""Oriundi""";"""Ricardo Bravo""";"""Ficção""";"""Laz Audiovisual""";"""PR""";""" -""";""" -""";"""Warner""";"""68""";"""223608""";"""38755"""
"""2000""";"""B0500406100000""";"""Os Três Zuretas""";"""Cecílio Neto""";"""Ficção""";"""CN Cine""";"""SP""";""" -""";""" -""";"""RioFilme""";"""18""";"""33899""";"""6760"""
"""2000""";"""B0400163400000""";"""Pierre Verger: Mensageiro entre Dois Mundos""";"""Lula Buarque de Hollanda""";"""Documentário""";"""Conspiração Filmes/Globosat""";"""RJ/RJ""";""" -""";""" -""";"""RioFilme""";"""ND""";"""ND""";"""3400"""
"""2000""";"""B0500247700000""";"""Quase Nada""";"""Sergio Rezende""";"""Ficção""";"""Morena Filmes""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""11""";"""63937""";"""10691"""
"""2000""";"""B0800899400000""";"""Tolerância""";"""Carlos Gerbase""";"""Ficção""";"""Casa de Cinema de Porto Alegre""";"""RS""";""" -""";""" -""";"""Columbia""";"""90""";"""497953""";"""84620"""
"""2000""";"""B0500266700000""";"""Um Certo Dorival Caymmi""";"""Aluisio Didier""";"""Documentário""";"""Brasiliana Produções""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""2""";"""10509""";"""2076"""
"""2000""";"""B0400132100000""";"""Villa Lobos - uma Vida de Paixão""";"""Zelito Viana""";"""Ficção""";"""Mapa Filmes""";"""RJ""";""" -""";""" -""";"""UIP/RioFilme""";"""50""";"""874453""";"""143981"""
"""2000""";"""B0500297900000""";"""Xuxa Popstar""";"""Paulo Sérgio Almeida/Tizuka Yamasaki""";"""Ficção""";"""Diler & Associados""";"""RJ""";"""Warner""";"""SP""";"""Warner""";"""304""";"""9625191""";"""2394326"""
"""2001""";"""B0400100600000""";"""2000 Nordestes""";"""David França Mendes/Sandra Magalhães Delgado/Vicente Amorim""";"""Documentário""";"""Filmes do Equador""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""2""";"""20707""";"""4297"""
"""2001""";"""B0901027200000""";"""A Hora Marcada""";"""Marcelo Taranto""";"""Ficção""";"""MT Filmes""";"""RJ""";""" -""";""" -""";"""UIP""";"""18""";"""92213""";"""16441"""
"""2001""";"""B0500309300000""";"""A Partilha""";"""Daniel Filho""";"""Ficção""";"""Lereby""";"""RJ""";""" -""";""" -""";"""Columbia""";"""155""";"""8797925""";"""1449411"""
"""2001""";"""B0500308900000""";"""Abril Despedaçado""";"""Walter Salles""";"""Ficção""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Lumière""";"""49""";"""2063956""";"""353713"""
"""2001""";"""B0500309600000""";"""Amores Possíveis""";"""Sandra Werneck""";"""Ficção""";"""Cineluz Produções""";"""RJ""";"""LaboCine/Estudios Quanta""";"""RJ/SP""";"""Fox""";"""80""";"""2658663""";"""396224"""
"""2001""";"""B0500254900000""";"""Anésia - um Vôo no Tempo""";"""Ludmila Ferolla""";"""Documentário""";"""Mares Produções""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""3""";"""6436""";"""1498"""
"""2001""";"""B0500311700000""";"""As Feras""";"""Walter Hugo Khouri""";"""Ficção""";"""Cinearte Produções Cinematográficas """;"""SP""";""" -""";""" -""";"""RioFilme""";"""5""";"""14922""";"""3645"""
"""2001""";"""B0500312300000""";"""Babilônia 2000""";"""Eduardo Coutinho""";"""Documentário""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""3""";"""86496""";"""15301"""
"""2001""";"""B0500312400000""";"""Barra 68 - Sem Perder a Ternura""";"""Vladimir Carvalho""";"""Documentário""";"""Folkino Produções Audiovisuais""";"""DF""";""" -""";""" -""";"""RioFilme""";"""3""";"""31427""";"""6989"""
"""2001""";"""B0500309800000""";"""Bicho de Sete Cabeças""";"""Laís Bodanzky""";"""Ficção""";"""Buriti Filmes/Dezenove Som e Imagens""";"""SP""";"""Gullane""";"""SP""";"""Columbia""";"""50""";"""2184514""";"""401565"""
"""2001""";"""B0700637600000""";"""Brava Gente Brasileira""";"""Lucia Murat""";"""Ficção""";"""Taiga Filmes e Vídeo""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""14""";"""102507""";"""23170"""
"""2001""";"""B0500309100000""";"""Bufo & Spallanzani""";"""Flávio Ramos Tambellini""";"""Ficção""";"""Tambellini Filmes""";"""RJ""";""" -""";""" -""";"""Warner""";"""39""";"""251836""";"""47017"""
"""2001""";"""B0500312200000""";"""Caramuru - a Invenção do Brasil""";"""Guel Arraes""";"""Ficção""";"""Globo Filmes""";"""RJ""";""" -""";""" -""";"""Columbia""";"""170""";"""1500740""";"""246023"""
"""2001""";"""B0500312000000""";"""Condenado à Liberdade""";"""Emiliano Ribeiro""";"""Ficção""";"""Ipê Artes""";"""RJ""";""" -""";""" -""";"""UIP""";"""38""";"""77169""";"""15262"""
"""2001""";"""B0500310000000""";"""Copacabana""";"""Carla Camurati""";"""Ficção""";"""Copacabana Filmes e Produções""";"""RJ""";""" -""";""" -""";"""Elimar""";"""13""";"""1422805""";"""234014"""
"""2001""";"""B0500300000000""";"""Domésticas, O Filme""";"""Fernando Meirelles/Nando Olival""";"""Ficção""";"""O2 Filmes""";"""SP""";""" -""";""" -""";"""Pandora""";"""5""";"""422675""";"""91488"""
"""2001""";"""B0500277300000""";"""Lavoura Arcaica""";"""Luiz Fernando Carvalho""";"""Ficção""";"""Luiz Fernando de Carvalho Produções Artísticas""";"""RJ""";"""Videofilmes""";"""RJ""";"""RioFilme""";"""10""";"""874018""";"""143860"""
"""2001""";"""B0300047000000""";"""Memórias Póstumas""";"""André Klotzel""";"""Ficção""";"""Brás Filmes/TV Cultura""";"""SP/SP""";""" -""";""" -""";"""Lumière""";"""57""";"""855484""";"""186380"""
"""2001""";"""B0300006100000""";"""Nelson Gonçalves""";"""Elizeu Ewald""";"""Documentário""";"""Diler & Associados/Proview/Rob Filmes/Tele Image""";"""RJ/RJ/RJ/SP""";""" -""";""" -""";"""RioFilme""";"""3""";"""20881""";"""4381"""
"""2001""";"""B0500314000000""";"""Netto Perde Sua Alma""";"""Beto Souza/Tabajara Ruas""";"""Ficção""";"""Imagem B/Walper Ruas Produções""";"""RS/RS""";""" -""";""" -""";"""RioFilme""";"""22""";"""187837""";"""41479"""
"""2001""";"""B0500309700000""";"""O Casamento de Louise""";"""Betse de Paula""";"""Ficção""";"""Aurora Cinematográfica""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""5""";"""49126""";"""8761"""
"""2001""";"""B0600454600000""";"""O Chamado de Deus""";"""José Joffily""";"""Documentário""";"""Coevo Filmes""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""2""";"""25316""";"""4535"""
"""2001""";"""B0500288800000""";"""O Grilo Feliz""";"""Walbercy Ribas""";"""Animação""";"""StartAnima""";"""SP""";""" -""";""" -""";"""HOYTS""";"""29""";"""1022404""";"""216611"""
"""2001""";"""B0500258400000""";"""O Sonho de Rose, 10 Ano Depois""";"""Tetê Moraes""";"""Documentário""";"""Vemver Brasil""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""5""";"""46561""";"""12232"""
"""2001""";"""B0300004700000""";"""O Xangô de Baker Street""";"""Miguel Faria Jr.""";"""Ficção""";"""Skylight/Tibet Filme""";"""RJ/RJ""";""" -""";""" -""";"""Columbia""";"""76""";"""2275052""";"""366353"""
"""2001""";"""B0500265600000""";"""Senta a Pua!""";"""Erik de Castro""";"""Documentário""";"""Bsb Cinema""";"""DF""";""" -""";""" -""";"""RioFilme""";"""8""";"""78756""";"""13181"""
"""2001""";"""B0500288700000""";"""Tainá - uma Aventura na Amazônia""";"""Sérgio Bloch/Tânia Lamarca""";"""Ficção""";"""Tietê Produções""";"""RJ""";""" -""";""" -""";"""Art Filmes/MAM""";"""100""";"""3054492""";"""853210"""
"""2001""";"""B0600549900000""";"""Tônica Dominante""";"""Lina Chamie""";"""Ficção""";"""Superfilmes""";"""SP""";""" -""";""" -""";"""RioFilme""";"""3""";"""46159""";"""8020"""
"""2001""";"""B0500335400000""";"""Um Anjo Trapalhão""";"""Alexandre Boury/Marcelo Travesso""";"""Ficção""";"""Renato Aragão Produções""";"""RJ""";""" -""";""" -""";"""Fox""";"""153""";"""513632""";"""125913"""
"""2001""";"""B0500186600000""";"""Xuxa e os Duendes""";"""Paulo Sérgio Almeida/Rogério Gomes""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Warner""";"""311""";"""11691200""";"""2657091"""
"""2002""";"""B0500311900000""";"""A Paixão de Jacobina""";"""Fábio Barreto""";"""Ficção""";"""Filmes do Equador""";"""RJ""";""" -""";""" -""";"""PlayArte""";"""45""";"""682110""";"""146062"""
"""2002""";"""B0500309000000""";"""As Três Marias""";"""Aluizio Abranches""";"""Ficção""";"""Hare Filmes""";"""RJ""";""" -""";""" -""";"""Lumière""";"""10""";"""76819""";"""13003"""
"""2002""";"""B0300009600000""";"""Avassaladoras""";"""Mara Mourão""";"""Ficção""";"""Mamo Filmes""";"""SP""";"""Total Entertainment""";"""RJ""";"""Fox""";"""103""";"""1722883""";"""310260"""
"""2002""";"""B0500309900000""";"""Bellini e a Esfinge""";"""Roberto Santucci""";"""Ficção""";"""Ananã Produções/Santa Fé Filmes""";"""RJ/RJ""";""" -""";""" -""";"""Copacabana Filmes""";"""21""";"""300000""";"""60073"""
"""2002""";"""B0300002800000""";"""Cidade de Deus""";"""Fernando Meirelles""";"""Ficção""";"""O2 Filmes""";"""SP""";""" -""";""" -""";"""Lumière""";"""176""";"""19066087""";"""3370871"""
"""2002""";"""B0300031500000""";"""Dias de Nietzsche em Turim""";"""Julio Bressane""";"""Ficção""";"""TB Produções""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""2""";"""85993""";"""15017"""
"""2002""";"""B0500291000000""";"""Duas Vezes com Helena""";"""Mauro Farias""";"""Ficção""";"""Fraiha Produções""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""5""";"""40056""";"""6374"""
"""2002""";"""B0500288900000""";"""Edifício Master""";"""Eduardo Coutinho""";"""Documentário""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""7""";"""605243""";"""86483"""
"""2002""";"""B1201554100000""";"""Eu não Conhecia Tururu""";"""Florinda Bolkan""";"""Ficção""";"""Jandaira Produções""";"""CE""";""" -""";""" -""";"""RioFilme""";"""2""";"""5621""";"""823"""
"""2002""";"""B0500404500000""";"""Gregório de Mattos""";"""Ana Carolina""";"""Ficção""";"""Crystal Cinematográfica""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""2""";"""23660""";"""3812"""
"""2002""";"""B0500298200000""";"""Houve uma Vez Dois Verões""";"""Jorge Furtado""";"""Ficção""";"""Casa de Cinema de Porto Alegre""";"""RS""";""" -""";""" -""";"""Columbia""";"""11""";"""384212""";"""68487"""
"""2002""";"""B0600513700000""";"""Invasor""";"""Beto Brant""";"""Ficção""";"""Drama Filmes""";"""SP""";"""Brasil Filmes/Ricca Produções""";"""SP/SP""";"""Pandora""";"""16""";"""669762""";"""103810"""
"""2002""";"""B0500301000000""";"""Janela da Alma""";"""João Jardim/Walter Carvalho""";"""Documentário""";"""Dueto Filmes/Tambellini Filmes""";"""RJ/RJ""";""" -""";""" -""";"""Copacabana Filmes""";"""4""";"""795856""";"""141360"""
"""2002""";"""B0400148200000""";"""Lara""";"""Ana Maria Magalhães""";"""Ficção""";"""Nova Era Produções""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""9""";"""15504""";"""2639"""
"""2002""";"""B0500311800000""";"""Latitude Zero""";"""Toni Venturi""";"""Ficção""";"""Olhar Imaginário""";"""SP""";""" -""";""" -""";"""RioFilme""";"""6""";"""44829""";"""7867"""
"""2002""";"""B0300008800000""";"""Madame Satã""";"""Karim Aïnouz""";"""Ficção""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Lumière""";"""24""";"""1155180""";"""163161"""
"""2002""";"""B0500294200000""";"""Nem Gravata, Nem Honra""";"""Marcelo Masagão""";"""Documentário""";"""Um Minuto""";"""SP""";""" -""";""" -""";"""RioFilme""";"""2""";"""15789""";"""3237"""
"""2002""";"""B0500308800000""";"""O Príncipe""";"""Ugo Giorgetti""";"""Ficção""";"""SP Filmes de São Paulo""";"""SP""";""" -""";""" -""";"""Mais Filmes""";"""11""";"""94037""";"""15295"""
"""2002""";"""B0500274200000""";"""Onde a Terra Acaba""";"""Sérgio Machado""";"""Documentário""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""2""";"""20543""";"""3786"""
"""2002""";"""B0500254200000""";"""Ônibus 174""";"""José Padilha""";"""Documentário""";"""Zazen Produções""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""5""";"""203962""";"""35290"""
"""2002""";"""B0500311500000""";"""Poeta de Sete Faces""";"""Paulo Thiago""";"""Documentário""";"""Vitória Produções""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""3""";"""20972""";"""4495"""
"""2002""";"""B0300005900000""";"""Rocha que Voa""";"""Eryk Rocha""";"""Documentário""";"""Grupo Novo de Cinema e TV""";"""RJ""";""" -""";""" -""";"""M21""";"""1""";"""30000""";"""5929"""
"""2002""";"""B0300029800000""";"""Sonhos Tropicais""";"""André Sturm""";"""Ficção""";"""Pandora Filmes""";"""SP""";""" -""";""" -""";"""Pandora""";"""12""";"""169438""";"""36304"""
"""2002""";"""B0500377900000""";"""Surf Adventures""";"""Arthur Fontes""";"""Documentário""";"""Massangana Filmes/Curt e Alex Associados""";"""RJ/SP""";""" -""";""" -""";"""Lumière""";"""77""";"""1295502""";"""200853"""
"""2002""";"""B0500249000000""";"""Timor Lorosae - O Massacre Que o Mundo não Viu""";"""Lucélia Santos""";"""Documentário""";"""Nhock Produções Artísticas""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""5""";"""28797""";"""7683"""
"""2002""";"""B0500312900000""";"""Uma Onda no Ar""";"""Helvécio Ratton""";"""Ficção""";"""Quimera Filmes""";"""MG""";""" -""";""" -""";"""Mais Filmes""";"""11""";"""153644""";"""34837"""
"""2002""";"""B0500293200000""";"""Uma Vida em Segredo""";"""Suzana Amaral""";"""Ficção""";"""Raiz Produções""";"""SP""";""" -""";""" -""";"""RioFilme""";"""10""";"""86160""";"""14279"""
"""2002""";"""B0500313000000""";"""Viva São João""";"""Andrucha Waddington""";"""Documentário""";"""Conspiração Filmes""";"""RJ""";""" -""";""" -""";"""Columbia""";"""13""";"""43963""";"""7092"""
"""2002""";"""B0300029600000""";"""Xuxa e os Duendes 2""";"""Paulo Sérgio Almeida/Rogério Gomes""";"""Ficção""";"""Diler & Associados/LaboCine/Quanta-Rio/Tele Image""";"""RJ/RJ/RJ/SP""";""" -""";""" -""";"""Warner""";"""303""";"""11485979""";"""2301152"""
"""2003""";"""B0400152400000""";"""Acquaria""";"""Flávia Moraes""";"""Ficção""";"""Four Team Promoções Artísticas""";"""SP""";"""Universal Music/Teleimage Productions/Spectra Midia Produções""";"""RJ/SP/SP""";"""Fox""";"""340""";"""4466393""";"""837695"""
"""2003""";"""B0300010000000""";"""Amarelo Manga""";"""Claudio Assis""";"""Ficção""";"""Olhos de Cão""";"""SP""";""" -""";""" -""";"""RioFilme""";"""16""";"""769750""";"""129021"""
"""2003""";"""B0300008300000""";"""Apolônio Brasil, Campeão da Alegria""";"""Hugo Carvana""";"""Ficção""";"""Mac Comunicacão""";"""RJ""";"""RioFilme""";"""RJ""";"""RioFilme""";"""6""";"""79348""";"""12176"""
"""2003""";"""B0300039900000""";"""As Alegres Comadres""";"""Leila Hipólito""";"""Ficção""";"""Ananã Produções/Conexão Cinema/Zohar Cinema""";"""RJ/RJ/RJ""";""" -""";""" -""";"""Imagem""";"""11""";"""21486""";"""2977"""
"""2003""";"""B0300002400000""";"""Banda de Ipanema - Folia de Albino""";"""Paulo César Saraceni""";"""Documentário""";"""Shater Produções Artísticas""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""3""";"""9854""";"""2004"""
"""2003""";"""B0300006200000""";"""Carandiru""";"""Hector Babenco""";"""Ficção""";"""HB Filmes""";"""SP""";""" -""";""" -""";"""Columbia""";"""298""";"""29623481""";"""4693853"""
"""2003""";"""B0300041500000""";"""Casseta & Planeta - a Taça do Mundo é Nossa""";"""Lula Buarque de Hollanda""";"""Ficção""";"""Conspiração Filmes""";"""RJ""";"""Warner/Estudios Mega """;"""SP/RJ""";"""Warner""";"""274""";"""4346394""";"""690709"""
"""2003""";"""B0300004100000""";"""Cristina quer Casar""";"""Luiz Villaça""";"""Ficção""";"""Nia Filmes""";"""SP""";"""Fox Film do Brasil/Estudios Mega/Ramalho Filmes/Tibet Filme""";"""SP/RJ/SP/RJ""";"""Fox""";"""43""";"""764230""";"""113208"""
"""2003""";"""B0200001300000""";"""Desmundo""";"""Alain Fresnot""";"""Ficção""";"""A.F. Cinema/LaboCine""";"""SP/RJ""";""" -""";""" -""";"""Columbia""";"""41""";"""692921""";"""98514"""
"""2003""";"""B0300001600000""";"""Deus é Brasileiro""";"""Cacá Diegues""";"""Ficção""";"""Rio Vermelho Filmes""";"""RJ""";""" -""";""" -""";"""Columbia""";"""162""";"""10655438""";"""1635212"""
"""2003""";"""B0300015600000""";"""Didi, o Cupido Trapalhão""";"""Alexandre Boury/Paulo Aragão""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Columbia""";"""147""";"""8984535""";"""1758579"""
"""2003""";"""B0400145800000""";"""Dois Perdidos numa Noite Suja""";"""José Joffily""";"""Ficção""";"""Coevo Filmes/RioFilme""";"""RJ/RJ""";""" -""";""" -""";"""Pandora/RioFilme""";"""9""";"""176541""";"""43780"""
"""2003""";"""B0300020800000""";"""Dom""";"""Moacyr Góes""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Warner""";"""70""";"""390784""";"""108499"""
"""2003""";"""B0200001000000""";"""Durval Discos""";"""Anna Muylaert""";"""Ficção""";"""África Filmes/Dezenove Som e Imagens""";"""SP/SP""";""" -""";""" -""";"""Europa/MAM""";"""7""";"""406930""";"""58543"""
"""2003""";"""B0500276200000""";"""Histórias do Olhar""";"""Isa Albuquerque""";"""Ficção""";"""Íris Cinematográfica TV""";"""RJ""";""" -""";""" -""";"""Imovision""";"""3""";"""10524,58""";"""1511"""
"""2003""";"""B0300009400000""";"""Ilha Rá-Tim-Bum em O Martelo de Vulcano""";"""Eliana Fonseca""";"""Ficção""";"""TV Cultura""";"""SP""";"""Teleimage Productions""";"""SP""";"""Warner""";"""157""";"""991184""";"""187297"""
"""2003""";"""B0300019500000""";"""Lisbela e o Prisioneiro""";"""Guel Arraes""";"""Ficção""";"""Uns Produções e Filmes""";"""RJ""";"""Estudios Mega""";"""RJ""";"""Fox""";"""245""";"""19915933""";"""3174643"""
"""2003""";"""B0300034800000""";"""Maria, Mãe do Filho de Deus""";"""Moacyr Góes""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Columbia""";"""303""";"""12842085""";"""2332873"""
"""2003""";"""B0300008900000""";"""Nelson Freire""";"""João Moreira Salles""";"""Documentário""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Videofilmes""";"""4""";"""456022""";"""64264"""
"""2003""";"""B0300007900000""";"""O Caminho das Nuvens""";"""Vicente Amorim""";"""Ficção""";"""Filmes do Equador""";"""RJ""";""" -""";""" -""";"""Buena Vista""";"""73""";"""1705750""";"""214830"""
"""2003""";"""B0300002900000""";"""O Homem do Ano""";"""José Henrique Fonseca""";"""Ficção""";"""Conspiração Filmes/Estudios Mega/Estudios Quanta""";"""RJ/RJ/SP""";""" -""";""" -""";"""Warner""";"""21""";"""726383""";"""104659"""
"""2003""";"""B0300002700000""";"""O Homem que Copiava""";"""Jorge Furtado""";"""Ficção""";"""Casa de Cinema de Porto Alegre""";"""RS""";""" -""";""" -""";"""Columbia""";"""70""";"""4692436""";"""664651"""
"""2003""";"""B0300021600000""";"""Os Normais - O Filme""";"""José Alvarenga Jr.""";"""Ficção""";"""Globo Filmes/M I 5  Filmes""";"""RJ/RJ""";""" -""";""" -""";"""Lumière""";"""249""";"""19874866""";"""2996467"""
"""2003""";"""B0400076000000""";"""Paulinho da Viola - Meu Tempo é Hoje""";"""Izabel Jaguaribe""";"""Documentário""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Videofilmes""";"""6""";"""358726""";"""54025"""
"""2003""";"""B0200001200000""";"""Rua Seis sem Número""";"""João Batista de Andrade""";"""Ficção""";"""Oeste Filmes """;"""SP""";""" -""";""" -""";"""Pandora""";"""1""";"""5918""";"""1315"""
"""2003""";"""B0200000400000""";"""Seja o que Deus Quiser""";"""Murilo Salles""";"""Ficção""";"""Brasil Filmes/Cinema Brasil Digital/RioFilme""";"""SP/RJ/RJ""";""" -""";""" -""";"""Europa/MAM/RioFilme""";"""11""";"""102038""";"""16254"""
"""2003""";"""B0500255100000""";"""Separações""";"""Domingos de Oliveira""";"""Ficção""";"""CaradeCão Filmes/Raccord Produções""";"""RJ/RJ""";""" -""";""" -""";"""RioFilme""";"""10""";"""519101""";"""69697"""
"""2003""";"""B0300017900000""";"""Um Passaporte Húngaro""";"""Sandra Kogut""";"""Documentário""";"""República Pureza Filmes""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""2""";"""58000""";"""9069"""
"""2003""";"""B0300046000000""";"""Xuxa Abracadabra""";"""Moacyr Góes""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Warner""";"""307""";"""11677129""";"""2214481"""
"""2003""";"""B0300002500000""";"""Zico, o Filme""";"""Elizeu Ewald""";"""Documentário""";"""Diler & Associados/LaboCine/Quanta-Rio/Tele Image""";"""RJ/RJ/RJ/SP""";""" -""";""" -""";"""Diler Prod.""";"""ND""";"""5000""";"""1000"""
"""2004""";"""B0300045900000""";"""33""";"""Kiko Goifman""";"""Documentário""";"""Plateau Produções""";"""SP""";""" -""";""" -""";"""PaleoTV""";"""ND""";"""ND""";"""11500"""
"""2004""";"""B0400055700000""";"""1,99 - um Supermercado que Vende Palavras""";"""Marcelo Masagão""";"""Ficção""";"""Um Minuto""";"""SP""";"""Bits Filmes""";"""SP""";"""Imovision""";"""3""";"""81156""";"""11572"""
"""2004""";"""B0400053500000""";"""A Cartomante""";"""Pablo Uranga/Wagner de Assis""";"""Ficção""";"""Cinética Filmes/LaboCine/Tropical Storm Entertainment""";"""RJ/RJ/RJ""";""" -""";""" -""";"""Imovision""";"""46""";"""238667""";"""36094"""
"""2004""";"""B0400127100000""";"""A Dona da História""";"""Daniel Filho""";"""Ficção""";"""Lereby""";"""RJ""";"""Globo Filmes""";"""RJ""";"""Buena Vista""";"""260""";"""9025423""";"""1271415"""
